home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles,nearest_xpress_park_ride,nearest_xpress_node_code,nearest_xpress_route_ids,distance_to_xpress_miles,outside_marta_10_miles,xpress_access_within_10_miles,xpress_extension_candidate
30346,"DeKalb County, GA",38,4,33.924277,-84.338809,DUNWOODY STATION,MARTA-DUNWOODY,0.39,Indian Trail Park and Ride,XPRESS-420032,415|416,9.38,false,true,false
31210,"Bibb County, GA",38,4,32.907633,-83.735052,AIRPORT STATION,MARTA-AIRPORT,65.21,McDonough Park and Ride,XPRESS-400014,430,43.63,true,false,false
31904,"Muscogee County, GA",37,4,32.554340,-85.009469,AIRPORT STATION,MARTA-AIRPORT,81.83,Newnan Park and Ride,XPRESS-400015,453,60.99,true,false,false
30324,"DeKalb County, GA",36,4,33.818405,-84.358175,LINDBERGH CENTER STATION,MARTA-LINDBERGH-CENTER,0.73,Indian Trail Park and Ride,XPRESS-420032,415|416,13.01,false,false,false
31419,"Chatham County, GA",36,4,31.984562,-81.236950,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,212.98,McDonough Park and Ride,XPRESS-400014,430,197.72,true,false,false
30336,"Fulton County, GA",35,4,33.735444,-84.568978,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,5.86,Douglas MMTC Park and Ride,XPRESS-400006,463,9.05,false,true,false
31204,"Bibb County, GA",35,4,32.848511,-83.674745,AIRPORT STATION,MARTA-AIRPORT,70.58,McDonough Park and Ride,XPRESS-400014,430,49.00,true,false,false
30079,"DeKalb County, GA",34,3,33.791739,-84.260747,KENSINGTON STATION,MARTA-KENSINGTON,1.41,Panola Rd Park and Ride,XPRESS-400016,426,7.97,false,true,false
30107,"Cherokee County, GA",32,3,34.336098,-84.345464,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,27.05,Cumming Park and Ride,XPRESS-400004,401,15.76,true,false,false
30276,"Fayette County, GA",32,3,33.263314,-84.583456,AIRPORT STATION,MARTA-AIRPORT,27.24,Newnan Park and Ride,XPRESS-400015,453,12.61,true,false,false
31909,"Muscogee County, GA",31,3,32.548807,-84.924106,AIRPORT STATION,MARTA-AIRPORT,80.35,Newnan Park and Ride,XPRESS-400015,453,60.21,true,false,false
30011,"Barrow County, GA",30,3,34.019859,-83.837163,DORAVILLE STATION,MARTA-DORAVILLE,26.69,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,4.26,true,true,true
30011,"Gwinnett County, GA",30,3,34.019859,-83.837163,DORAVILLE STATION,MARTA-DORAVILLE,26.69,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,4.26,true,true,true
30103,"Bartow County, GA",30,3,34.363242,-84.920192,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,43.27,Hickory Grove Park and Ride,XPRESS-400030,484,27.06,true,false,false
30161,"Floyd County, GA",30,3,34.236230,-85.173993,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,50.89,Hickory Grove Park and Ride,XPRESS-400030,484,34.22,true,false,false
30258,"Pike County, GA",30,3,32.990854,-84.470041,AIRPORT STATION,MARTA-AIRPORT,44.91,Newnan Park and Ride,XPRESS-400015,453,32.06,true,false,false
30004,"Forsyth County, GA",29,3,34.145635,-84.291881,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.38,Cumming Park and Ride,XPRESS-400004,401,8.91,true,true,true
30233,"Henry County, GA",29,3,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94,McDonough Park and Ride,XPRESS-400014,430,14.56,true,false,false
30238,"Fayette County, GA",29,3,33.501846,-84.382236,AIRPORT STATION,MARTA-AIRPORT,10.27,Jonesboro Park and Ride,XPRESS-400012,441,1.94,true,true,true
30165,"Floyd County, GA",28,3,34.315788,-85.295122,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,59.45,Hickory Grove Park and Ride,XPRESS-400030,484,42.69,true,false,false
30251,"Meriwether County, GA",28,3,33.198174,-84.698112,AIRPORT STATION,MARTA-AIRPORT,33.84,Newnan Park and Ride,XPRESS-400015,453,14.27,true,false,false
30549,"Jackson County, GA",28,3,34.107959,-83.577478,DORAVILLE STATION,MARTA-DORAVILLE,42.71,Hamilton Mill Park and Ride,XPRESS-400008,413|414,19.82,true,false,false
31061,"Baldwin County, GA",28,3,33.059054,-83.226413,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,75.88,McDonough Park and Ride,XPRESS-400014,430,60.46,true,false,false
30102,"Bartow County, GA",27,3,34.101625,-84.645168,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,19.73,Hickory Grove Park and Ride,XPRESS-400030,484,3.11,true,true,true
30904,"Richmond County, GA",27,3,33.478289,-82.014102,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,129.03,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,114.55,true,false,false
30218,"Meriwether County, GA",26,3,33.120297,-84.587455,AIRPORT STATION,MARTA-AIRPORT,36.86,Newnan Park and Ride,XPRESS-400015,453,21.09,true,false,false
30185,"Carroll County, GA",25,3,33.519802,-84.918098,AIRPORT STATION,MARTA-AIRPORT,28.42,Newnan Park and Ride,XPRESS-400015,453,13.81,true,false,false
30256,"Pike County, GA",25,3,33.007484,-84.309900,AIRPORT STATION,MARTA-AIRPORT,44.44,McDonough Park and Ride,XPRESS-400014,430,29.25,true,false,false
30656,"Walton County, GA",25,3,33.862137,-83.716175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,30.14,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,14.45,true,false,false
31405,"Chatham County, GA",25,3,32.039385,-81.179169,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,213.53,McDonough Park and Ride,XPRESS-400014,430,198.75,true,false,false
30506,"Forsyth County, GA",24,2,34.346938,-83.895627,DORAVILLE STATION,MARTA-DORAVILLE,37.79,Cumming Park and Ride,XPRESS-400004,401,18.13,true,false,false
31206,"Bibb County, GA",24,2,32.793366,-83.684573,AIRPORT STATION,MARTA-AIRPORT,73.24,McDonough Park and Ride,XPRESS-400014,430,51.79,true,false,false
30005,"Forsyth County, GA",23,2,34.089050,-84.217019,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,12.81,Cumming Park and Ride,XPRESS-400004,401,7.70,true,true,true
30620,"Barrow County, GA",23,2,33.929472,-83.758457,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,29.19,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,9.77,true,true,true
31093,"Houston County, GA",23,2,32.647873,-83.657206,AIRPORT STATION,MARTA-AIRPORT,82.39,McDonough Park and Ride,XPRESS-400014,430,61.19,true,false,false
31313,"Liberty County, GA",23,2,31.836598,-81.616774,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.13,McDonough Park and Ride,XPRESS-400014,430,184.89,true,false,false
31324,"Bryan County, GA",23,2,31.850203,-81.264824,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.31,McDonough Park and Ride,XPRESS-400014,430,201.27,true,false,false
30025,"Newton County, GA",22,2,33.655983,-83.695765,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,31.66,West Conyers Park and Ride (DT),XPRESS-400025,426,20.99,true,false,false
30184,"Bartow County, GA",22,2,34.252062,-84.741056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.55,Hickory Grove Park and Ride,XPRESS-400030,484,14.82,true,false,false
30540,"Gilmer County, GA",22,2,34.728127,-84.543528,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,55.17,Cumming Park and Ride,XPRESS-400004,401,44.13,true,false,false
30125,"Polk County, GA",21,2,34.000642,-85.276805,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,49.33,Hiram Park and Ride,XPRESS-400011,476,31.83,true,false,false
31906,"Muscogee County, GA",21,2,32.467811,-84.950173,AIRPORT STATION,MARTA-AIRPORT,86.12,Newnan Park and Ride,XPRESS-400015,453,65.99,true,false,false
30635,"Elbert County, GA",20,2,34.105769,-82.793148,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,85.54,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,64.19,true,false,false
31005,"Houston County, GA",20,2,32.544622,-83.593676,AIRPORT STATION,MARTA-AIRPORT,90.38,McDonough Park and Ride,XPRESS-400014,430,69.22,true,false,false
31021,"Laurens County, GA",20,2,32.489539,-82.934985,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,115.91,McDonough Park and Ride,XPRESS-400014,430,96.57,true,false,false
31069,"Houston County, GA",20,2,32.440068,-83.748603,AIRPORT STATION,MARTA-AIRPORT,92.26,McDonough Park and Ride,XPRESS-400014,430,72.00,true,false,false
31601,"Lowndes County, GA",20,2,30.775522,-83.333600,AIRPORT STATION,MARTA-AIRPORT,208.36,McDonough Park and Ride,XPRESS-400014,430,189.12,true,false,false
30153,"Polk County, GA",19,2,33.973822,-85.052856,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,36.73,Hiram Park and Ride,XPRESS-400011,476,18.99,true,false,false
30216,"Butts County, GA",19,2,33.228834,-83.884863,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,42.33,McDonough Park and Ride,XPRESS-400014,430,21.48,true,false,false
30273,"Henry County, GA",19,2,33.583798,-84.271027,AIRPORT STATION,MARTA-AIRPORT,10.82,Stockbridge Park and Ride,XPRESS-400020,430,2.50,true,true,true
30293,"Meriwether County, GA",19,2,32.979078,-84.596302,AIRPORT STATION,MARTA-AIRPORT,46.52,Newnan Park and Ride,XPRESS-400015,453,30.24,true,false,false
30548,"Gwinnett County, GA",19,2,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32,Hamilton Mill Park and Ride,XPRESS-400008,413|414,9.09,true,true,true
30224,"Pike County, GA",18,2,33.204432,-84.239735,AIRPORT STATION,MARTA-AIRPORT,32.40,McDonough Park and Ride,XPRESS-400014,430,15.06,true,false,false
30292,"Spalding County, GA",18,2,33.168489,-84.393225,AIRPORT STATION,MARTA-AIRPORT,32.76,McDonough Park and Ride,XPRESS-400014,430,21.08,true,false,false
30736,"Catoosa County, GA",18,2,34.902401,-85.134056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,79.62,Hickory Grove Park and Ride,XPRESS-400030,484,64.99,true,false,false
30901,"Richmond County, GA",18,2,33.437213,-81.956156,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,132.82,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,118.64,true,false,false
30179,"Paulding County, GA",17,2,33.781553,-85.014782,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,31.37,West Douglas Park and Ride,XPRESS-400028,463,14.43,true,false,false
30233,"Monroe County, GA",17,2,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94,McDonough Park and Ride,XPRESS-400014,430,14.56,true,false,false
30533,"Lumpkin County, GA",17,2,34.570958,-84.013764,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,47.51,Cumming Park and Ride,XPRESS-400004,401,27.87,true,false,false
31024,"Putnam County, GA",17,2,33.322978,-83.370015,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,58.33,West Conyers Park and Ride (DT),XPRESS-400025,426,46.93,true,false,false
31404,"Chatham County, GA",17,2,32.050750,-81.052961,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,219.20,McDonough Park and Ride,XPRESS-400014,430,204.84,true,false,false
30025,"Walton County, GA",16,2,33.655983,-83.695765,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,31.66,West Conyers Park and Ride (DT),XPRESS-400025,426,20.99,true,false,false
30168,"Douglas County, GA",16,2,33.783542,-84.588106,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,7.10,Douglas MMTC Park and Ride,XPRESS-400006,463,8.40,false,true,false
30332,"Fulton County, GA",16,2,33.777618,-84.404348,MIDTOWN STATION,MARTA-MIDTOWN,1.06,Panola Rd Park and Ride,XPRESS-400016,426,14.26,false,false,false
30528,"White County, GA",16,2,34.609088,-83.775997,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,56.65,Cumming Park and Ride,XPRESS-400004,401,36.17,true,false,false
30701,"Gordon County, GA",16,2,34.494395,-84.954177,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,51.05,Hickory Grove Park and Ride,XPRESS-400030,484,35.47,true,false,false
30721,"Whitfield County, GA",16,2,34.792977,-84.908686,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.52,Hickory Grove Park and Ride,XPRESS-400030,484,53.00,true,false,false
31220,"Bibb County, GA",16,2,32.884462,-83.818148,AIRPORT STATION,MARTA-AIRPORT,63.61,McDonough Park and Ride,XPRESS-400014,430,42.36,true,false,false
31322,"Chatham County, GA",16,2,32.101989,-81.255379,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,207.40,McDonough Park and Ride,XPRESS-400014,430,192.74,true,false,false
31525,"Glynn County, GA",16,2,31.320999,-81.526440,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,231.09,McDonough Park and Ride,XPRESS-400014,430,212.05,true,false,false
31548,"Camden County, GA",16,2,30.795840,-81.712363,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,252.65,McDonough Park and Ride,XPRESS-400014,430,231.66,true,false,false
31816,"Meriwether County, GA",16,2,32.878917,-84.601311,AIRPORT STATION,MARTA-AIRPORT,53.38,Newnan Park and Ride,XPRESS-400015,453,36.94,true,false,false
31903,"Muscogee County, GA",16,2,32.416037,-84.952525,AIRPORT STATION,MARTA-AIRPORT,89.55,Newnan Park and Ride,XPRESS-400015,453,69.53,true,false,false
30340,"Gwinnett County, GA",15,2,33.897873,-84.252804,DORAVILLE STATION,MARTA-DORAVILLE,1.64,Indian Trail Park and Ride,XPRESS-420032,415|416,4.96,false,true,false
30601,"Clarke County, GA",15,2,33.999151,-83.346993,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,53.03,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,32.08,true,false,false
30677,"Oconee County, GA",15,2,33.783202,-83.373342,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,49.17,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,34.04,true,false,false
30824,"McDuffie County, GA",15,2,33.512953,-82.514855,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,100.21,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,86.73,true,false,false
31047,"Houston County, GA",15,2,32.466866,-83.580995,AIRPORT STATION,MARTA-AIRPORT,95.32,McDonough Park and Ride,XPRESS-400014,430,74.30,true,false,false
31312,"Effingham County, GA",15,2,32.318665,-81.400964,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,192.05,McDonough Park and Ride,XPRESS-400014,430,178.29,true,false,false
30108,"Carroll County, GA",14,1,33.531700,-85.262996,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,47.58,West Douglas Park and Ride,XPRESS-400028,463,31.12,true,false,false
30183,"Cherokee County, GA",14,1,34.338804,-84.602425,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.63,Hickory Grove Park and Ride,XPRESS-400030,484,18.85,true,false,false
30577,"Stephens County, GA",14,1,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69,Hamilton Mill Park and Ride,XPRESS-400008,413|414,47.42,true,false,false
31027,"Laurens County, GA",14,1,32.571946,-82.822614,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,116.06,McDonough Park and Ride,XPRESS-400014,430,98.01,true,false,false
31211,"Bibb County, GA",14,1,32.904267,-83.598526,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,70.02,McDonough Park and Ride,XPRESS-400014,430,48.89,true,false,false
31406,"Chatham County, GA",14,1,31.980404,-81.085184,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,220.38,McDonough Park and Ride,XPRESS-400014,430,205.55,true,false,false
31408,"Chatham County, GA",14,1,32.104130,-81.181052,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,210.92,McDonough Park and Ride,XPRESS-400014,430,196.49,true,false,false
30039,"DeKalb County, GA",13,1,33.799244,-84.034408,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,11.38,Hewatt Rd Park and Ride,XPRESS-400010,419,3.13,true,true,true
30153,"Paulding County, GA",13,1,33.973822,-85.052856,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,36.73,Hiram Park and Ride,XPRESS-400011,476,18.99,true,false,false
30175,"Pickens County, GA",13,1,34.534915,-84.526711,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.92,Hickory Grove Park and Ride,XPRESS-400030,484,32.76,true,false,false
30180,"Paulding County, GA",13,1,33.718878,-84.918801,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,25.93,West Douglas Park and Ride,XPRESS-400028,463,8.35,true,true,true
30234,"Butts County, GA",13,1,33.332567,-84.025298,AIRPORT STATION,MARTA-AIRPORT,32.27,McDonough Park and Ride,XPRESS-400014,430,10.72,true,false,false
30666,"Barrow County, GA",13,1,33.962087,-83.584602,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,39.30,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,18.65,true,false,false
30705,"Murray County, GA",13,1,34.747542,-84.748401,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,59.79,Hickory Grove Park and Ride,XPRESS-400030,484,47.73,true,false,false
30907,"Richmond County, GA",13,1,33.523712,-82.085665,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,124.47,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,109.65,true,false,false
31030,"Peach County, GA",13,1,32.568973,-83.891880,AIRPORT STATION,MARTA-AIRPORT,80.69,McDonough Park and Ride,XPRESS-400014,430,60.94,true,false,false
31216,"Bibb County, GA",13,1,32.732373,-83.671449,AIRPORT STATION,MARTA-AIRPORT,77.10,McDonough Park and Ride,XPRESS-400014,430,55.75,true,false,false
31602,"Lowndes County, GA",13,1,30.868160,-83.342350,AIRPORT STATION,MARTA-AIRPORT,202.12,McDonough Park and Ride,XPRESS-400014,430,182.81,true,false,false
30228,"Spalding County, GA",12,1,33.400608,-84.307728,AIRPORT STATION,MARTA-AIRPORT,18.40,McDonough Park and Ride,XPRESS-400014,430,7.38,true,true,true
30250,"Clayton County, GA",12,1,33.434846,-84.306078,AIRPORT STATION,MARTA-AIRPORT,16.34,Jonesboro Park and Ride,XPRESS-400012,441,6.97,true,true,true
30512,"Union County, GA",12,1,34.856753,-83.967998,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.81,Cumming Park and Ride,XPRESS-400004,401,47.68,true,false,false
30529,"Jackson County, GA",12,1,34.217179,-83.482653,DORAVILLE STATION,MARTA-DORAVILLE,50.60,Hamilton Mill Park and Ride,XPRESS-400008,413|414,26.95,true,false,false
30643,"Hart County, GA",12,1,34.365452,-82.911872,DORAVILLE STATION,MARTA-DORAVILLE,84.57,Hamilton Mill Park and Ride,XPRESS-400008,413|414,61.07,true,false,false
30650,"Morgan County, GA",12,1,33.590645,-83.467554,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,45.52,West Conyers Park and Ride (DT),XPRESS-400025,426,34.65,true,false,false
30720,"Whitfield County, GA",12,1,34.733645,-85.000824,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.72,Hickory Grove Park and Ride,XPRESS-400030,484,51.18,true,false,false
31032,"Jones County, GA",12,1,33.011996,-83.573289,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,64.61,McDonough Park and Ride,XPRESS-400014,430,44.92,true,false,false
31046,"Monroe County, GA",12,1,33.054336,-83.796088,AIRPORT STATION,MARTA-AIRPORT,55.21,McDonough Park and Ride,XPRESS-400014,430,33.51,true,false,false
31407,"Chatham County, GA",12,1,32.183218,-81.197935,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,207.09,McDonough Park and Ride,XPRESS-400014,430,193.08,true,false,false
30072,"DeKalb County, GA",11,1,33.791410,-84.204844,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,2.05,Panola Rd Park and Ride,XPRESS-400016,426,6.42,false,true,false
30220,"Meriwether County, GA",11,1,33.230839,-84.824860,AIRPORT STATION,MARTA-AIRPORT,35.75,Newnan Park and Ride,XPRESS-400015,453,13.31,true,false,false
30517,"Hall County, GA",11,1,34.130296,-83.797289,DORAVILLE STATION,MARTA-DORAVILLE,31.85,Hamilton Mill Park and Ride,XPRESS-400008,413|414,8.07,true,true,true
30642,"Greene County, GA",11,1,33.544289,-83.183971,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,62.11,West Conyers Park and Ride (DT),XPRESS-400025,426,51.28,true,false,false
30905,"Richmond County, GA",11,1,33.411494,-82.149106,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.26,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,108.89,true,false,false
31008,"Peach County, GA",11,1,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45,McDonough Park and Ride,XPRESS-400014,430,56.74,true,false,false
31217,"Bibb County, GA",11,1,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58,McDonough Park and Ride,XPRESS-400014,430,55.85,true,false,false
31401,"Chatham County, GA",11,1,32.068296,-81.092835,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.58,McDonough Park and Ride,XPRESS-400014,430,202.21,true,false,false
31558,"Camden County, GA",11,1,30.802289,-81.507674,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,259.43,McDonough Park and Ride,XPRESS-400014,430,238.97,true,false,false
30230,"Heard County, GA",10,1,33.166737,-84.920497,AIRPORT STATION,MARTA-AIRPORT,42.66,Newnan Park and Ride,XPRESS-400015,453,19.95,true,false,false
30248,"Spalding County, GA",10,1,33.350460,-84.109119,AIRPORT STATION,MARTA-AIRPORT,27.91,McDonough Park and Ride,XPRESS-400014,430,6.19,true,true,true
30554,"Hall County, GA",10,1,34.398088,-83.661905,DORAVILLE STATION,MARTA-DORAVILLE,49.24,Hamilton Mill Park and Ride,XPRESS-400008,413|414,26.79,true,false,false
30747,"Chattooga County, GA",10,1,34.504087,-85.292786,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.96,Hickory Grove Park and Ride,XPRESS-400030,484,49.26,true,false,false
31087,"Hancock County, GA",10,1,33.251362,-83.001031,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.32,West Conyers Park and Ride (DT),XPRESS-400025,426,67.95,true,false,false
31326,"Effingham County, GA",10,1,32.296613,-81.222653,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,201.72,McDonough Park and Ride,XPRESS-400014,430,188.35,true,false,false
31522,"Glynn County, GA",10,1,31.257252,-81.342026,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,241.72,McDonough Park and Ride,XPRESS-400014,430,223.00,true,false,false
31705,"Dougherty County, GA",10,1,31.516890,-84.042942,AIRPORT STATION,MARTA-AIRPORT,148.60,McDonough Park and Ride,XPRESS-400014,430,131.52,true,false,false
31763,"Lee County, GA",10,1,31.736137,-84.148186,AIRPORT STATION,MARTA-AIRPORT,132.72,McDonough Park and Ride,XPRESS-400014,430,116.14,true,false,false
31792,"Thomas County, GA",10,1,30.765554,-84.043154,AIRPORT STATION,MARTA-AIRPORT,200.04,McDonough Park and Ride,XPRESS-400014,430,183.37,true,false,false
31794,"Tift County, GA",10,1,31.445872,-83.452667,AIRPORT STATION,MARTA-AIRPORT,162.30,McDonough Park and Ride,XPRESS-400014,430,142.66,true,false,false
31808,"Harris County, GA",10,1,32.631610,-85.010550,AIRPORT STATION,MARTA-AIRPORT,76.98,Newnan Park and Ride,XPRESS-400015,453,55.89,true,false,false
31820,"Muscogee County, GA",10,1,32.575774,-84.829099,AIRPORT STATION,MARTA-AIRPORT,76.83,Newnan Park and Ride,XPRESS-400015,453,57.53,true,false,false
31830,"Meriwether County, GA",10,1,32.900708,-84.729063,AIRPORT STATION,MARTA-AIRPORT,53.67,Newnan Park and Ride,XPRESS-400015,453,34.76,true,false,false
30054,"Walton County, GA",9,1,33.678353,-83.882960,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,20.89,West Conyers Park and Ride (DT),XPRESS-400025,426,10.13,true,false,false
30097,"Forsyth County, GA",9,1,34.026335,-84.145677,DORAVILLE STATION,MARTA-DORAVILLE,11.54,Sugarloaf Mills GCT Park and Ride,XPRESS-60013,411|412|413|414|415,4.60,true,true,true
30178,"Bartow County, GA",9,1,34.095453,-84.971074,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.66,Hiram Park and Ride,XPRESS-400011,476,19.68,true,false,false
30338,"Fulton County, GA",9,1,33.946218,-84.318119,SANDY SPRINGS STATION,MARTA-SANDY-SPRINGS,2.14,Indian Trail Park and Ride,XPRESS-420032,415|416,8.26,false,true,false
30360,"Gwinnett County, GA",9,1,33.933885,-84.272034,DORAVILLE STATION,MARTA-DORAVILLE,2.22,Indian Trail Park and Ride,XPRESS-420032,415|416,5.55,false,true,false
30458,"Bulloch County, GA",9,1,32.399447,-81.828940,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,168.15,McDonough Park and Ride,XPRESS-400014,430,153.49,true,false,false
30548,"Jackson County, GA",9,1,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32,Hamilton Mill Park and Ride,XPRESS-400008,413|414,9.09,true,true,true
30707,"Walker County, GA",9,1,34.778911,-85.365300,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,81.41,Hickory Grove Park and Ride,XPRESS-400030,484,65.34,true,false,false
30741,"Walker County, GA",9,1,34.952695,-85.281295,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.31,Hickory Grove Park and Ride,XPRESS-400030,484,72.15,true,false,false
30753,"Chattooga County, GA",9,1,34.582280,-85.285800,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,68.94,Hickory Grove Park and Ride,XPRESS-400030,484,52.45,true,false,false
31410,"Chatham County, GA",9,1,32.014884,-80.988234,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,223.73,McDonough Park and Ride,XPRESS-400014,430,209.36,true,false,false
31707,"Dougherty County, GA",9,1,31.586919,-84.206431,AIRPORT STATION,MARTA-AIRPORT,142.58,McDonough Park and Ride,XPRESS-400014,430,126.45,true,false,false
31768,"Colquitt County, GA",9,1,31.189103,-83.841107,AIRPORT STATION,MARTA-AIRPORT,173.02,McDonough Park and Ride,XPRESS-400014,430,155.20,true,false,false
31804,"Harris County, GA",9,1,32.664402,-84.878409,AIRPORT STATION,MARTA-AIRPORT,71.93,Newnan Park and Ride,XPRESS-400015,453,51.87,true,false,false
30004,"Cherokee County, GA",8,1,34.145635,-84.291881,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.38,Cumming Park and Ride,XPRESS-400004,401,8.91,true,true,true
30145,"Bartow County, GA",8,1,34.245660,-84.985878,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.55,Hickory Grove Park and Ride,XPRESS-400030,484,24.72,true,false,false
30170,"Carroll County, GA",8,1,33.432792,-85.164674,AIRPORT STATION,MARTA-AIRPORT,43.80,Newnan Park and Ride,XPRESS-400015,453,25.54,true,false,false
30171,"Bartow County, GA",8,1,34.363353,-84.727435,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.84,Hickory Grove Park and Ride,XPRESS-400030,484,21.58,true,false,false
30205,"Spalding County, GA",8,1,33.267427,-84.475116,AIRPORT STATION,MARTA-AIRPORT,25.83,Newnan Park and Ride,XPRESS-400015,453,17.14,true,false,false
