home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles,nearest_xpress_park_ride,nearest_xpress_node_code,nearest_xpress_route_ids,distance_to_xpress_miles,outside_marta_10_miles,xpress_access_within_10_miles,xpress_extension_candidate
31031,"Baldwin County, GA",2,0,32.866286,-83.328340,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,81.27,McDonough Park and Ride,XPRESS-400014,430,62.30,true,false,false
31037,"Telfair County, GA",2,0,32.121561,-82.936280,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,136.35,McDonough Park and Ride,XPRESS-400014,430,115.07,true,false,false
31038,"Jasper County, GA",2,0,33.142498,-83.621399,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,55.74,McDonough Park and Ride,XPRESS-400014,430,37.48,true,false,false
31042,"Wilkinson County, GA",2,0,32.743643,-83.189114,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,92.95,McDonough Park and Ride,XPRESS-400014,430,73.91,true,false,false
31068,"Macon County, GA",2,0,32.332742,-84.111143,AIRPORT STATION,MARTA-AIRPORT,92.42,McDonough Park and Ride,XPRESS-400014,430,75.02,true,false,false
31098,"Houston County, GA",2,0,32.614825,-83.578435,AIRPORT STATION,MARTA-AIRPORT,86.85,McDonough Park and Ride,XPRESS-400014,430,65.50,true,false,false
31301,"Liberty County, GA",2,0,31.758253,-81.605053,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,206.30,McDonough Park and Ride,XPRESS-400014,430,188.73,true,false,false
31307,"Effingham County, GA",2,0,32.176410,-81.397610,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,197.63,McDonough Park and Ride,XPRESS-400014,430,182.98,true,false,false
31308,"Bryan County, GA",2,0,32.180316,-81.471290,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,193.95,McDonough Park and Ride,XPRESS-400014,430,179.07,true,false,false
31328,"Chatham County, GA",2,0,32.004330,-80.890787,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,228.90,McDonough Park and Ride,XPRESS-400014,430,214.74,true,false,false
31331,"McIntosh County, GA",2,0,31.490245,-81.421511,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,226.92,McDonough Park and Ride,XPRESS-400014,430,208.81,true,false,false
31409,"Chatham County, GA",2,0,32.015561,-81.144830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.12,McDonough Park and Ride,XPRESS-400014,430,201.31,true,false,false
31533,"Coffee County, GA",2,0,31.562738,-82.829020,AIRPORT STATION,MARTA-AIRPORT,171.66,McDonough Park and Ride,XPRESS-400014,430,150.40,true,false,false
31543,"Brantley County, GA",2,0,31.326469,-81.869695,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.67,McDonough Park and Ride,XPRESS-400014,430,197.61,true,false,false
31547,"Camden County, GA",2,0,30.790347,-81.535288,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,259.10,McDonough Park and Ride,XPRESS-400014,430,238.55,true,false,false
31555,"Wayne County, GA",2,0,31.703058,-82.069441,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,190.12,McDonough Park and Ride,XPRESS-400014,430,170.71,true,false,false
31639,"Berrien County, GA",2,0,31.213259,-83.190862,AIRPORT STATION,MARTA-AIRPORT,182.99,McDonough Park and Ride,XPRESS-400014,430,162.86,true,false,false
31712,"Crisp County, GA",2,0,31.819358,-83.719208,AIRPORT STATION,MARTA-AIRPORT,132.74,McDonough Park and Ride,XPRESS-400014,430,113.61,true,false,false
31749,"Berrien County, GA",2,0,31.420536,-83.330120,AIRPORT STATION,MARTA-AIRPORT,166.60,McDonough Park and Ride,XPRESS-400014,430,146.59,true,false,false
31779,"Grady County, GA",2,0,31.090181,-84.191684,AIRPORT STATION,MARTA-AIRPORT,176.84,McDonough Park and Ride,XPRESS-400014,430,160.76,true,false,false
31801,"Talbot County, GA",2,0,32.519338,-84.594755,AIRPORT STATION,MARTA-AIRPORT,77.94,Newnan Park and Ride,XPRESS-400015,453,61.56,true,false,false
31803,"Marion County, GA",2,0,32.307436,-84.517208,AIRPORT STATION,MARTA-AIRPORT,92.20,Newnan Park and Ride,XPRESS-400015,453,76.68,true,false,false
31805,"Chattahoochee County, GA",2,0,32.263056,-84.739509,AIRPORT STATION,MARTA-AIRPORT,96.68,Newnan Park and Ride,XPRESS-400015,453,78.82,true,false,false
31806,"Schley County, GA",2,0,32.260168,-84.299506,AIRPORT STATION,MARTA-AIRPORT,95.75,McDonough Park and Ride,XPRESS-400014,430,80.22,true,false,false
31807,"Harris County, GA",2,0,32.644701,-84.804532,AIRPORT STATION,MARTA-AIRPORT,71.86,Newnan Park and Ride,XPRESS-400015,453,52.65,true,false,false
31812,"Talbot County, GA",2,0,32.634887,-84.425090,AIRPORT STATION,MARTA-AIRPORT,69.50,McDonough Park and Ride,XPRESS-400014,430,55.85,true,false,false
31826,"Talbot County, GA",2,0,32.800237,-84.703065,AIRPORT STATION,MARTA-AIRPORT,59.93,Newnan Park and Ride,XPRESS-400015,453,41.71,true,false,false
31827,"Talbot County, GA",2,0,32.695522,-84.503751,AIRPORT STATION,MARTA-AIRPORT,65.38,Newnan Park and Ride,XPRESS-400015,453,50.55,true,false,false
31836,"Talbot County, GA",2,0,32.796402,-84.535090,AIRPORT STATION,MARTA-AIRPORT,58.55,Newnan Park and Ride,XPRESS-400015,453,43.35,true,false,false
39819,"Decatur County, GA",2,0,30.785401,-84.645153,AIRPORT STATION,MARTA-AIRPORT,197.62,Newnan Park and Ride,XPRESS-400015,453,180.97,true,false,false
39837,"Miller County, GA",2,0,31.152104,-84.677706,AIRPORT STATION,MARTA-AIRPORT,172.47,Newnan Park and Ride,XPRESS-400015,453,155.59,true,false,false
39840,"Randolph County, GA",2,0,31.781300,-84.764124,AIRPORT STATION,MARTA-AIRPORT,129.79,Newnan Park and Ride,XPRESS-400015,453,112.12,true,false,false
30012,"DeKalb County, GA",1,0,33.717806,-84.002515,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,13.52,West Conyers Park and Ride (DT),XPRESS-400025,426,3.95,true,true,true
30016,"Rockdale County, GA",1,0,33.517433,-83.928703,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,24.56,West Conyers Park and Ride (DT),XPRESS-400025,426,13.81,true,false,false
30052,"Newton County, GA",1,0,33.817047,-83.897315,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,19.34,Snellville Park and Ride,XPRESS-400019,419,7.20,true,true,true
30056,"Jasper County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46,West Conyers Park and Ride (DT),XPRESS-400025,426,27.06,true,false,false
30056,"Morgan County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46,West Conyers Park and Ride (DT),XPRESS-400025,426,27.06,true,false,false
30056,"Newton County, GA",1,0,33.491974,-83.650144,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.46,West Conyers Park and Ride (DT),XPRESS-400025,426,27.06,true,false,false
30058,"Rockdale County, GA",1,0,33.738350,-84.107376,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,7.34,Panola Rd Park and Ride,XPRESS-400016,426,4.54,false,true,false
30070,"Newton County, GA",1,0,33.573282,-83.895589,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,23.51,West Conyers Park and Ride (DT),XPRESS-400025,426,12.18,true,false,false
30103,"Floyd County, GA",1,0,34.363242,-84.920192,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,43.27,Hickory Grove Park and Ride,XPRESS-400030,484,27.06,true,false,false
30103,"Gordon County, GA",1,0,34.363242,-84.920192,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,43.27,Hickory Grove Park and Ride,XPRESS-400030,484,27.06,true,false,false
30104,"Bartow County, GA",1,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48,Hiram Park and Ride,XPRESS-400011,476,23.62,true,false,false
30104,"Floyd County, GA",1,0,34.088874,-85.070382,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,41.48,Hiram Park and Ride,XPRESS-400011,476,23.62,true,false,false
30107,"Pickens County, GA",1,0,34.336098,-84.345464,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,27.05,Cumming Park and Ride,XPRESS-400004,401,15.76,true,false,false
30108,"Heard County, GA",1,0,33.531700,-85.262996,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,47.58,West Douglas Park and Ride,XPRESS-400028,463,31.12,true,false,false
30110,"Carroll County, GA",1,0,33.739243,-85.135434,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,38.27,West Douglas Park and Ride,XPRESS-400028,463,20.82,true,false,false
30113,"Polk County, GA",1,0,33.850746,-85.205308,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,42.76,West Douglas Park and Ride,XPRESS-400028,463,26.31,true,false,false
30118,"Carroll County, GA",1,0,33.572902,-85.099437,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,37.83,West Douglas Park and Ride,XPRESS-400028,463,21.43,true,false,false
30125,"Floyd County, GA",1,0,34.000642,-85.276805,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,49.33,Hiram Park and Ride,XPRESS-400011,476,31.83,true,false,false
30139,"Bartow County, GA",1,0,34.432341,-84.705495,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,39.13,Hickory Grove Park and Ride,XPRESS-400030,484,25.87,true,false,false
30145,"Floyd County, GA",1,0,34.245660,-84.985878,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.55,Hickory Grove Park and Ride,XPRESS-400030,484,24.72,true,false,false
30161,"Bartow County, GA",1,0,34.236230,-85.173993,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,50.89,Hickory Grove Park and Ride,XPRESS-400030,484,34.22,true,false,false
30182,"Carroll County, GA",1,0,33.655819,-85.248832,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,45.31,West Douglas Park and Ride,XPRESS-400028,463,27.72,true,false,false
30183,"Bartow County, GA",1,0,34.338804,-84.602425,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.63,Hickory Grove Park and Ride,XPRESS-400030,484,18.85,true,false,false
30233,"Newton County, GA",1,0,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94,McDonough Park and Ride,XPRESS-400014,430,14.56,true,false,false
30251,"Coweta County, GA",1,0,33.198174,-84.698112,AIRPORT STATION,MARTA-AIRPORT,33.84,Newnan Park and Ride,XPRESS-400015,453,14.27,true,false,false
30256,"Lamar County, GA",1,0,33.007484,-84.309900,AIRPORT STATION,MARTA-AIRPORT,44.44,McDonough Park and Ride,XPRESS-400014,430,29.25,true,false,false
30258,"Upson County, GA",1,0,32.990854,-84.470041,AIRPORT STATION,MARTA-AIRPORT,44.91,Newnan Park and Ride,XPRESS-400015,453,32.06,true,false,false
30350,"DeKalb County, GA",1,0,33.980254,-84.330016,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,2.91,Indian Trail Park and Ride,XPRESS-420032,415|416,9.53,false,true,false
30410,"Montgomery County, GA",1,0,32.188589,-82.513470,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,147.74,McDonough Park and Ride,XPRESS-400014,430,128.77,true,false,false
30411,"Wheeler County, GA",1,0,32.124102,-82.793957,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,140.91,McDonough Park and Ride,XPRESS-400014,430,120.31,true,false,false
30421,"Tattnall County, GA",1,0,32.185377,-82.110912,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,164.50,McDonough Park and Ride,XPRESS-400014,430,147.29,true,false,false
30427,"Long County, GA",1,0,31.922905,-81.962446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,183.30,McDonough Park and Ride,XPRESS-400014,430,165.25,true,false,false
30434,"Burke County, GA",1,0,33.024570,-82.366309,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,119.17,West Conyers Park and Ride (DT),XPRESS-400025,426,107.83,true,false,false
30436,"Toombs County, GA",1,0,32.154894,-82.293036,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.27,McDonough Park and Ride,XPRESS-400014,430,140.11,true,false,false
30442,"Burke County, GA",1,0,32.816174,-81.969847,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.18,McDonough Park and Ride,XPRESS-400014,430,134.53,true,false,false
30442,"Jenkins County, GA",1,0,32.816174,-81.969847,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,146.18,McDonough Park and Ride,XPRESS-400014,430,134.53,true,false,false
30453,"Tattnall County, GA",1,0,32.026236,-82.111225,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,172.08,McDonough Park and Ride,XPRESS-400014,430,153.98,true,false,false
30455,"Screven County, GA",1,0,32.698330,-81.809862,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.21,McDonough Park and Ride,XPRESS-400014,430,146.02,true,false,false
30456,"Burke County, GA",1,0,32.980717,-81.796140,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,150.61,West Conyers Park and Ride (DT),XPRESS-400025,426,139.40,true,false,false
30457,"Treutlen County, GA",1,0,32.399851,-82.560890,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,135.24,McDonough Park and Ride,XPRESS-400014,430,117.35,true,false,false
30470,"Montgomery County, GA",1,0,32.358929,-82.497531,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,139.85,McDonough Park and Ride,XPRESS-400014,430,122.01,true,false,false
30471,"Emanuel County, GA",1,0,32.543263,-82.180910,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,145.68,McDonough Park and Ride,XPRESS-400014,430,130.71,true,false,false
30473,"Montgomery County, GA",1,0,32.015476,-82.473052,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,158.35,McDonough Park and Ride,XPRESS-400014,430,138.69,true,false,false
30510,"Hall County, GA",1,0,34.444872,-83.570707,DORAVILLE STATION,MARTA-DORAVILLE,55.24,Hamilton Mill Park and Ride,XPRESS-400008,413|414,32.46,true,false,false
30512,"Fannin County, GA",1,0,34.856753,-83.967998,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.81,Cumming Park and Ride,XPRESS-400004,401,47.68,true,false,false
30530,"Jackson County, GA",1,0,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39,Hamilton Mill Park and Ride,XPRESS-400008,413|414,31.86,true,false,false
30530,"Madison County, GA",1,0,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39,Hamilton Mill Park and Ride,XPRESS-400008,413|414,31.86,true,false,false
30536,"Dawson County, GA",1,0,34.652002,-84.359442,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,48.87,Cumming Park and Ride,XPRESS-400004,401,34.77,true,false,false
30547,"Banks County, GA",1,0,34.362021,-83.455617,DORAVILLE STATION,MARTA-DORAVILLE,56.88,Hamilton Mill Park and Ride,XPRESS-400008,413|414,33.19,true,false,false
30554,"Banks County, GA",1,0,34.398088,-83.661905,DORAVILLE STATION,MARTA-DORAVILLE,49.24,Hamilton Mill Park and Ride,XPRESS-400008,413|414,26.79,true,false,false
30555,"Fannin County, GA",1,0,34.969398,-84.419515,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,70.89,Cumming Park and Ride,XPRESS-400004,401,56.66,true,false,false
30557,"Stephens County, GA",1,0,34.479752,-83.184905,DORAVILLE STATION,MARTA-DORAVILLE,74.25,Hamilton Mill Park and Ride,XPRESS-400008,413|414,50.50,true,false,false
30567,"Hall County, GA",1,0,34.180798,-83.676554,DORAVILLE STATION,MARTA-DORAVILLE,39.58,Hamilton Mill Park and Ride,XPRESS-400008,413|414,15.80,true,false,false
30568,"Rabun County, GA",1,0,34.954844,-83.411111,DORAVILLE STATION,MARTA-DORAVILLE,87.99,Hamilton Mill Park and Ride,XPRESS-400008,413|414,67.37,true,false,false
30571,"White County, GA",1,0,34.716280,-83.682150,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.77,Cumming Park and Ride,XPRESS-400004,401,45.29,true,false,false
30572,"Union County, GA",1,0,34.735793,-84.072507,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,57.02,Cumming Park and Ride,XPRESS-400004,401,38.49,true,false,false
30577,"Banks County, GA",1,0,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69,Hamilton Mill Park and Ride,XPRESS-400008,413|414,47.42,true,false,false
30577,"Franklin County, GA",1,0,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69,Hamilton Mill Park and Ride,XPRESS-400008,413|414,47.42,true,false,false
30597,"Lumpkin County, GA",1,0,34.527577,-83.984589,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,45.56,Cumming Park and Ride,XPRESS-400004,401,25.53,true,false,false
30602,"Clarke County, GA",1,0,33.943919,-83.373855,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,50.54,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,30.79,true,false,false
30622,"Clarke County, GA",1,0,33.921282,-83.530830,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.43,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,22.22,true,false,false
30623,"Morgan County, GA",1,0,33.728681,-83.513005,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,41.25,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,29.31,true,false,false
30628,"Oglethorpe County, GA",1,0,34.032089,-83.215974,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,60.88,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,39.65,true,false,false
30631,"Taliaferro County, GA",1,0,33.558262,-82.866495,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.73,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,67.06,true,false,false
30634,"Hart County, GA",1,0,34.202177,-82.942226,DORAVILLE STATION,MARTA-DORAVILLE,79.38,Hamilton Mill Park and Ride,XPRESS-400008,413|414,56.69,true,false,false
30641,"Walton County, GA",1,0,33.769567,-83.564750,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,38.17,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,25.22,true,false,false
30667,"Oglethorpe County, GA",1,0,33.796889,-83.175513,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,60.55,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,44.21,true,false,false
30678,"Greene County, GA",1,0,33.453017,-83.065918,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,70.44,West Conyers Park and Ride (DT),XPRESS-400025,426,59.38,true,false,false
30683,"Oglethorpe County, GA",1,0,33.946841,-83.257109,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,57.11,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,37.41,true,false,false
30707,"Catoosa County, GA",1,0,34.778911,-85.365300,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,81.41,Hickory Grove Park and Ride,XPRESS-400030,484,65.34,true,false,false
30721,"Murray County, GA",1,0,34.792977,-84.908686,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.52,Hickory Grove Park and Ride,XPRESS-400030,484,53.00,true,false,false
30730,"Chattooga County, GA",1,0,34.363770,-85.416023,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,67.11,Hickory Grove Park and Ride,XPRESS-400030,484,50.34,true,false,false
30731,"Dade County, GA",1,0,34.564178,-85.471885,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,76.71,Hickory Grove Park and Ride,XPRESS-400030,484,59.94,true,false,false
30735,"Gordon County, GA",1,0,34.602883,-84.882661,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,54.48,Hickory Grove Park and Ride,XPRESS-400030,484,40.18,true,false,false
30736,"Whitfield County, GA",1,0,34.902401,-85.134056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,79.62,Hickory Grove Park and Ride,XPRESS-400030,484,64.99,true,false,false
30738,"Walker County, GA",1,0,34.796552,-85.480936,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.01,Hickory Grove Park and Ride,XPRESS-400030,484,70.71,true,false,false
30739,"Catoosa County, GA",1,0,34.805906,-85.215958,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,77.06,Hickory Grove Park and Ride,XPRESS-400030,484,61.63,true,false,false
30739,"Walker County, GA",1,0,34.805906,-85.215958,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,77.06,Hickory Grove Park and Ride,XPRESS-400030,484,61.63,true,false,false
30755,"Whitfield County, GA",1,0,34.869366,-85.040664,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,74.83,Hickory Grove Park and Ride,XPRESS-400030,484,60.64,true,false,false
30805,"Richmond County, GA",1,0,33.279569,-82.191791,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.15,Dacula Park and Ride (Hebron Church),XPRESS-400005,416,110.47,true,false,false
30820,"Hancock County, GA",1,0,33.222359,-82.724536,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,94.60,West Conyers Park and Ride (DT),XPRESS-400025,426,83.31,true,false,false
30823,"Jefferson County, GA",1,0,33.222042,-82.456142,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,108.96,West Conyers Park and Ride (DT),XPRESS-400025,426,97.79,true,false,false
30830,"Burke County, GA",1,0,33.085111,-81.978661,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,138.14,West Conyers Park and Ride (DT),XPRESS-400025,426,126.98,true,false,false
31001,"Wilcox County, GA",1,0,31.976256,-83.339665,AIRPORT STATION,MARTA-AIRPORT,131.73,McDonough Park and Ride,XPRESS-400014,430,110.91,true,false,false
31009,"Laurens County, GA",1,0,32.270181,-83.000516,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.72,McDonough Park and Ride,XPRESS-400014,430,104.76,true,false,false
31014,"Dodge County, GA",1,0,32.415886,-83.349077,AIRPORT STATION,MARTA-AIRPORT,105.82,McDonough Park and Ride,XPRESS-400014,430,84.34,true,false,false
31016,"Lamar County, GA",1,0,32.829319,-84.091558,AIRPORT STATION,MARTA-AIRPORT,59.68,McDonough Park and Ride,XPRESS-400014,430,40.93,true,false,false
31019,"Laurens County, GA",1,0,32.424244,-83.051342,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,115.30,McDonough Park and Ride,XPRESS-400014,430,94.86,true,false,false
31023,"Dodge County, GA",1,0,32.183174,-83.199476,AIRPORT STATION,MARTA-AIRPORT,123.97,McDonough Park and Ride,XPRESS-400014,430,102.55,true,false,false
31025,"Houston County, GA",1,0,32.335397,-83.740875,AIRPORT STATION,MARTA-AIRPORT,99.01,McDonough Park and Ride,XPRESS-400014,430,78.97,true,false,false
31030,"Crawford County, GA",1,0,32.568973,-83.891880,AIRPORT STATION,MARTA-AIRPORT,80.69,McDonough Park and Ride,XPRESS-400014,430,60.94,true,false,false
31036,"Houston County, GA",1,0,32.270061,-83.492626,AIRPORT STATION,MARTA-AIRPORT,109.65,McDonough Park and Ride,XPRESS-400014,430,88.75,true,false,false
31036,"Pulaski County, GA",1,0,32.270061,-83.492626,AIRPORT STATION,MARTA-AIRPORT,109.65,McDonough Park and Ride,XPRESS-400014,430,88.75,true,false,false
31046,"Jones County, GA",1,0,33.054336,-83.796088,AIRPORT STATION,MARTA-AIRPORT,55.21,McDonough Park and Ride,XPRESS-400014,430,33.51,true,false,false
31052,"Crawford County, GA",1,0,32.789015,-83.840075,AIRPORT STATION,MARTA-AIRPORT,68.48,McDonough Park and Ride,XPRESS-400014,430,47.66,true,false,false
31054,"Wilkinson County, GA",1,0,32.889861,-83.214067,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,84.45,McDonough Park and Ride,XPRESS-400014,430,66.75,true,false,false
31055,"Telfair County, GA",1,0,31.985895,-82.883139,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,145.93,McDonough Park and Ride,XPRESS-400014,430,124.38,true,false,false
31057,"Macon County, GA",1,0,32.429781,-83.944276,AIRPORT STATION,MARTA-AIRPORT,88.56,McDonough Park and Ride,XPRESS-400014,430,69.57,true,false,false
31058,"Marion County, GA",1,0,32.488651,-84.410396,AIRPORT STATION,MARTA-AIRPORT,79.62,McDonough Park and Ride,XPRESS-400014,430,65.50,true,false,false
31060,"Dodge County, GA",1,0,31.986445,-83.056350,AIRPORT STATION,MARTA-AIRPORT,139.91,McDonough Park and Ride,XPRESS-400014,430,118.51,true,false,false
31063,"Macon County, GA",1,0,32.288966,-83.963260,AIRPORT STATION,MARTA-AIRPORT,97.49,McDonough Park and Ride,XPRESS-400014,430,78.95,true,false,false
31064,"Newton County, GA",1,0,33.286454,-83.702299,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,45.14,McDonough Park and Ride,XPRESS-400014,430,29.07,true,false,false
31066,"Monroe County, GA",1,0,32.802410,-83.978150,AIRPORT STATION,MARTA-AIRPORT,63.92,McDonough Park and Ride,XPRESS-400014,430,44.05,true,false,false
31070,"Dooly County, GA",1,0,32.186580,-83.789771,AIRPORT STATION,MARTA-AIRPORT,107.43,McDonough Park and Ride,XPRESS-400014,430,87.99,true,false,false
31076,"Taylor County, GA",1,0,32.549678,-84.104974,AIRPORT STATION,MARTA-AIRPORT,77.92,McDonough Park and Ride,XPRESS-400014,430,60.08,true,false,false
31087,"Baldwin County, GA",1,0,33.251362,-83.001031,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.32,West Conyers Park and Ride (DT),XPRESS-400025,426,67.95,true,false,false
31090,"Wilkinson County, GA",1,0,32.793582,-83.048446,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,95.93,McDonough Park and Ride,XPRESS-400014,430,78.44,true,false,false
31092,"Crisp County, GA",1,0,32.089661,-83.782665,AIRPORT STATION,MARTA-AIRPORT,113.87,McDonough Park and Ride,XPRESS-400014,430,94.58,true,false,false
31096,"Washington County, GA",1,0,32.723291,-82.707266,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,113.86,McDonough Park and Ride,XPRESS-400014,430,97.88,true,false,false
31097,"Lamar County, GA",1,0,32.890411,-84.166895,AIRPORT STATION,MARTA-AIRPORT,54.28,McDonough Park and Ride,XPRESS-400014,430,36.38,true,false,false
31207,"Bibb County, GA",1,0,32.828602,-83.649299,AIRPORT STATION,MARTA-AIRPORT,72.58,McDonough Park and Ride,XPRESS-400014,430,50.99,true,false,false
31217,"Twiggs County, GA",1,0,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58,McDonough Park and Ride,XPRESS-400014,430,55.85,true,false,false
31301,"Long County, GA",1,0,31.758253,-81.605053,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,206.30,McDonough Park and Ride,XPRESS-400014,430,188.73,true,false,false
31302,"Effingham County, GA",1,0,32.125813,-81.340394,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.38,McDonough Park and Ride,XPRESS-400014,430,187.60,true,false,false
31303,"Effingham County, GA",1,0,32.505422,-81.313427,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,189.97,McDonough Park and Ride,XPRESS-400014,430,177.77,true,false,false
31313,"Long County, GA",1,0,31.836598,-81.616774,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.13,McDonough Park and Ride,XPRESS-400014,430,184.89,true,false,false
31323,"Liberty County, GA",1,0,31.668385,-81.454187,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.03,McDonough Park and Ride,XPRESS-400014,430,199.55,true,false,false
