home_zcta,home_county,atl_workers,synthetic_members,zcta_latitude,zcta_longitude,nearest_marta_station,nearest_marta_node_code,distance_to_marta_miles
30102,"Bartow County, GA",27,3,34.101625,-84.645168,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,19.73
30904,"Richmond County, GA",27,3,33.478289,-82.014102,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,129.03
30218,"Meriwether County, GA",26,3,33.120297,-84.587455,AIRPORT STATION,MARTA-AIRPORT,36.86
30185,"Carroll County, GA",25,3,33.519802,-84.918098,AIRPORT STATION,MARTA-AIRPORT,28.42
30256,"Pike County, GA",25,3,33.007484,-84.309900,AIRPORT STATION,MARTA-AIRPORT,44.44
30656,"Walton County, GA",25,3,33.862137,-83.716175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,30.14
31405,"Chatham County, GA",25,3,32.039385,-81.179169,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,213.53
30506,"Forsyth County, GA",24,2,34.346938,-83.895627,DORAVILLE STATION,MARTA-DORAVILLE,37.79
31206,"Bibb County, GA",24,2,32.793366,-83.684573,AIRPORT STATION,MARTA-AIRPORT,73.24
30005,"Forsyth County, GA",23,2,34.089050,-84.217019,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,12.81
30620,"Barrow County, GA",23,2,33.929472,-83.758457,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,29.19
31093,"Houston County, GA",23,2,32.647873,-83.657206,AIRPORT STATION,MARTA-AIRPORT,82.39
31313,"Liberty County, GA",23,2,31.836598,-81.616774,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.13
31324,"Bryan County, GA",23,2,31.850203,-81.264824,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,217.31
30025,"Newton County, GA",22,2,33.655983,-83.695765,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,31.66
30184,"Bartow County, GA",22,2,34.252062,-84.741056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.55
30540,"Gilmer County, GA",22,2,34.728127,-84.543528,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,55.17
30125,"Polk County, GA",21,2,34.000642,-85.276805,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,49.33
31906,"Muscogee County, GA",21,2,32.467811,-84.950173,AIRPORT STATION,MARTA-AIRPORT,86.12
30635,"Elbert County, GA",20,2,34.105769,-82.793148,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,85.54
31005,"Houston County, GA",20,2,32.544622,-83.593676,AIRPORT STATION,MARTA-AIRPORT,90.38
31021,"Laurens County, GA",20,2,32.489539,-82.934985,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,115.91
31069,"Houston County, GA",20,2,32.440068,-83.748603,AIRPORT STATION,MARTA-AIRPORT,92.26
31601,"Lowndes County, GA",20,2,30.775522,-83.333600,AIRPORT STATION,MARTA-AIRPORT,208.36
30153,"Polk County, GA",19,2,33.973822,-85.052856,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,36.73
30216,"Butts County, GA",19,2,33.228834,-83.884863,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,42.33
30273,"Henry County, GA",19,2,33.583798,-84.271027,AIRPORT STATION,MARTA-AIRPORT,10.82
30293,"Meriwether County, GA",19,2,32.979078,-84.596302,AIRPORT STATION,MARTA-AIRPORT,46.52
30548,"Gwinnett County, GA",19,2,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32
30224,"Pike County, GA",18,2,33.204432,-84.239735,AIRPORT STATION,MARTA-AIRPORT,32.40
30292,"Spalding County, GA",18,2,33.168489,-84.393225,AIRPORT STATION,MARTA-AIRPORT,32.76
30736,"Catoosa County, GA",18,2,34.902401,-85.134056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,79.62
30901,"Richmond County, GA",18,2,33.437213,-81.956156,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,132.82
30179,"Paulding County, GA",17,2,33.781553,-85.014782,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,31.37
30233,"Monroe County, GA",17,2,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94
30533,"Lumpkin County, GA",17,2,34.570958,-84.013764,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,47.51
31024,"Putnam County, GA",17,2,33.322978,-83.370015,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,58.33
31404,"Chatham County, GA",17,2,32.050750,-81.052961,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,219.20
30025,"Walton County, GA",16,2,33.655983,-83.695765,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,31.66
30168,"Douglas County, GA",16,2,33.783542,-84.588106,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,7.10
30332,"Fulton County, GA",16,2,33.777618,-84.404348,MIDTOWN STATION,MARTA-MIDTOWN,1.06
30528,"White County, GA",16,2,34.609088,-83.775997,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,56.65
30701,"Gordon County, GA",16,2,34.494395,-84.954177,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,51.05
30721,"Whitfield County, GA",16,2,34.792977,-84.908686,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.52
31220,"Bibb County, GA",16,2,32.884462,-83.818148,AIRPORT STATION,MARTA-AIRPORT,63.61
31322,"Chatham County, GA",16,2,32.101989,-81.255379,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,207.40
31525,"Glynn County, GA",16,2,31.320999,-81.526440,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,231.09
31548,"Camden County, GA",16,2,30.795840,-81.712363,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,252.65
31816,"Meriwether County, GA",16,2,32.878917,-84.601311,AIRPORT STATION,MARTA-AIRPORT,53.38
31903,"Muscogee County, GA",16,2,32.416037,-84.952525,AIRPORT STATION,MARTA-AIRPORT,89.55
30340,"Gwinnett County, GA",15,2,33.897873,-84.252804,DORAVILLE STATION,MARTA-DORAVILLE,1.64
30601,"Clarke County, GA",15,2,33.999151,-83.346993,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,53.03
30677,"Oconee County, GA",15,2,33.783202,-83.373342,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,49.17
30824,"McDuffie County, GA",15,2,33.512953,-82.514855,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,100.21
31047,"Houston County, GA",15,2,32.466866,-83.580995,AIRPORT STATION,MARTA-AIRPORT,95.32
31312,"Effingham County, GA",15,2,32.318665,-81.400964,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,192.05
30108,"Carroll County, GA",14,1,33.531700,-85.262996,COLLEGE PARK STATION,MARTA-COLLEGE-PARK,47.58
30183,"Cherokee County, GA",14,1,34.338804,-84.602425,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.63
30577,"Stephens County, GA",14,1,34.556243,-83.328905,DORAVILLE STATION,MARTA-DORAVILLE,70.69
31027,"Laurens County, GA",14,1,32.571946,-82.822614,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,116.06
31211,"Bibb County, GA",14,1,32.904267,-83.598526,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,70.02
31406,"Chatham County, GA",14,1,31.980404,-81.085184,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,220.38
31408,"Chatham County, GA",14,1,32.104130,-81.181052,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,210.92
30039,"DeKalb County, GA",13,1,33.799244,-84.034408,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,11.38
30153,"Paulding County, GA",13,1,33.973822,-85.052856,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,36.73
30175,"Pickens County, GA",13,1,34.534915,-84.526711,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.92
30180,"Paulding County, GA",13,1,33.718878,-84.918801,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,25.93
30234,"Butts County, GA",13,1,33.332567,-84.025298,AIRPORT STATION,MARTA-AIRPORT,32.27
30666,"Barrow County, GA",13,1,33.962087,-83.584602,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,39.30
30705,"Murray County, GA",13,1,34.747542,-84.748401,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,59.79
30907,"Richmond County, GA",13,1,33.523712,-82.085665,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,124.47
31030,"Peach County, GA",13,1,32.568973,-83.891880,AIRPORT STATION,MARTA-AIRPORT,80.69
31216,"Bibb County, GA",13,1,32.732373,-83.671449,AIRPORT STATION,MARTA-AIRPORT,77.10
31602,"Lowndes County, GA",13,1,30.868160,-83.342350,AIRPORT STATION,MARTA-AIRPORT,202.12
30228,"Spalding County, GA",12,1,33.400608,-84.307728,AIRPORT STATION,MARTA-AIRPORT,18.40
30250,"Clayton County, GA",12,1,33.434846,-84.306078,AIRPORT STATION,MARTA-AIRPORT,16.34
30512,"Union County, GA",12,1,34.856753,-83.967998,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,66.81
30529,"Jackson County, GA",12,1,34.217179,-83.482653,DORAVILLE STATION,MARTA-DORAVILLE,50.60
30643,"Hart County, GA",12,1,34.365452,-82.911872,DORAVILLE STATION,MARTA-DORAVILLE,84.57
30650,"Morgan County, GA",12,1,33.590645,-83.467554,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,45.52
30720,"Whitfield County, GA",12,1,34.733645,-85.000824,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.72
31032,"Jones County, GA",12,1,33.011996,-83.573289,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,64.61
31046,"Monroe County, GA",12,1,33.054336,-83.796088,AIRPORT STATION,MARTA-AIRPORT,55.21
31407,"Chatham County, GA",12,1,32.183218,-81.197935,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,207.09
30072,"DeKalb County, GA",11,1,33.791410,-84.204844,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,2.05
30220,"Meriwether County, GA",11,1,33.230839,-84.824860,AIRPORT STATION,MARTA-AIRPORT,35.75
30517,"Hall County, GA",11,1,34.130296,-83.797289,DORAVILLE STATION,MARTA-DORAVILLE,31.85
30642,"Greene County, GA",11,1,33.544289,-83.183971,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,62.11
30905,"Richmond County, GA",11,1,33.411494,-82.149106,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,122.26
31008,"Peach County, GA",11,1,32.665355,-83.786087,AIRPORT STATION,MARTA-AIRPORT,77.45
31217,"Bibb County, GA",11,1,32.844147,-83.500044,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,76.58
31401,"Chatham County, GA",11,1,32.068296,-81.092835,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,216.58
31558,"Camden County, GA",11,1,30.802289,-81.507674,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,259.43
30230,"Heard County, GA",10,1,33.166737,-84.920497,AIRPORT STATION,MARTA-AIRPORT,42.66
30248,"Spalding County, GA",10,1,33.350460,-84.109119,AIRPORT STATION,MARTA-AIRPORT,27.91
30554,"Hall County, GA",10,1,34.398088,-83.661905,DORAVILLE STATION,MARTA-DORAVILLE,49.24
30747,"Chattooga County, GA",10,1,34.504087,-85.292786,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,65.96
31087,"Hancock County, GA",10,1,33.251362,-83.001031,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,79.32
31326,"Effingham County, GA",10,1,32.296613,-81.222653,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,201.72
31522,"Glynn County, GA",10,1,31.257252,-81.342026,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,241.72
31705,"Dougherty County, GA",10,1,31.516890,-84.042942,AIRPORT STATION,MARTA-AIRPORT,148.60
31763,"Lee County, GA",10,1,31.736137,-84.148186,AIRPORT STATION,MARTA-AIRPORT,132.72
31792,"Thomas County, GA",10,1,30.765554,-84.043154,AIRPORT STATION,MARTA-AIRPORT,200.04
31794,"Tift County, GA",10,1,31.445872,-83.452667,AIRPORT STATION,MARTA-AIRPORT,162.30
31808,"Harris County, GA",10,1,32.631610,-85.010550,AIRPORT STATION,MARTA-AIRPORT,76.98
31820,"Muscogee County, GA",10,1,32.575774,-84.829099,AIRPORT STATION,MARTA-AIRPORT,76.83
31830,"Meriwether County, GA",10,1,32.900708,-84.729063,AIRPORT STATION,MARTA-AIRPORT,53.67
30054,"Walton County, GA",9,1,33.678353,-83.882960,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,20.89
30097,"Forsyth County, GA",9,1,34.026335,-84.145677,DORAVILLE STATION,MARTA-DORAVILLE,11.54
30178,"Bartow County, GA",9,1,34.095453,-84.971074,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.66
30338,"Fulton County, GA",9,1,33.946218,-84.318119,SANDY SPRINGS STATION,MARTA-SANDY-SPRINGS,2.14
30360,"Gwinnett County, GA",9,1,33.933885,-84.272034,DORAVILLE STATION,MARTA-DORAVILLE,2.22
30458,"Bulloch County, GA",9,1,32.399447,-81.828940,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,168.15
30548,"Jackson County, GA",9,1,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32
30707,"Walker County, GA",9,1,34.778911,-85.365300,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,81.41
30741,"Walker County, GA",9,1,34.952695,-85.281295,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,87.31
30753,"Chattooga County, GA",9,1,34.582280,-85.285800,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,68.94
31410,"Chatham County, GA",9,1,32.014884,-80.988234,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,223.73
31707,"Dougherty County, GA",9,1,31.586919,-84.206431,AIRPORT STATION,MARTA-AIRPORT,142.58
31768,"Colquitt County, GA",9,1,31.189103,-83.841107,AIRPORT STATION,MARTA-AIRPORT,173.02
31804,"Harris County, GA",9,1,32.664402,-84.878409,AIRPORT STATION,MARTA-AIRPORT,71.93
30004,"Cherokee County, GA",8,1,34.145635,-84.291881,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,14.38
30145,"Bartow County, GA",8,1,34.245660,-84.985878,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,41.55
30170,"Carroll County, GA",8,1,33.432792,-85.164674,AIRPORT STATION,MARTA-AIRPORT,43.80
30171,"Bartow County, GA",8,1,34.363353,-84.727435,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.84
30205,"Spalding County, GA",8,1,33.267427,-84.475116,AIRPORT STATION,MARTA-AIRPORT,25.83
30224,"Lamar County, GA",8,1,33.204432,-84.239735,AIRPORT STATION,MARTA-AIRPORT,32.40
30234,"Henry County, GA",8,1,33.332567,-84.025298,AIRPORT STATION,MARTA-AIRPORT,32.27
30276,"Meriwether County, GA",8,1,33.263314,-84.583456,AIRPORT STATION,MARTA-AIRPORT,27.24
30523,"Habersham County, GA",8,1,34.713154,-83.551309,DORAVILLE STATION,MARTA-DORAVILLE,69.79
30566,"Hall County, GA",8,1,34.238652,-83.896845,DORAVILLE STATION,MARTA-DORAVILLE,31.97
30607,"Jackson County, GA",8,1,34.017305,-83.447551,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,47.99
30633,"Madison County, GA",8,1,34.180903,-83.249172,DORAVILLE STATION,MARTA-DORAVILLE,62.12
30662,"Franklin County, GA",8,1,34.266966,-83.137564,DORAVILLE STATION,MARTA-DORAVILLE,70.10
30673,"Wilkes County, GA",8,1,33.728090,-82.716244,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,86.98
30728,"Walker County, GA",8,1,34.684875,-85.225790,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,71.22
30814,"Columbia County, GA",8,1,33.431091,-82.318849,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,112.41
31015,"Crisp County, GA",8,1,31.943011,-83.778608,AIRPORT STATION,MARTA-AIRPORT,123.53
31201,"Bibb County, GA",8,1,32.806321,-83.617860,AIRPORT STATION,MARTA-AIRPORT,74.93
31316,"Long County, GA",8,1,31.719283,-81.733272,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,202.76
31520,"Glynn County, GA",8,1,31.178078,-81.487563,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,240.00
31719,"Sumter County, GA",8,1,32.090308,-84.310747,AIRPORT STATION,MARTA-AIRPORT,107.40
39828,"Grady County, GA",8,1,30.798590,-84.226723,AIRPORT STATION,MARTA-AIRPORT,196.78
30013,"Newton County, GA",7,1,33.642603,-83.971853,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,17.22
30055,"Newton County, GA",7,1,33.497411,-83.749784,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,33.40
30107,"Forsyth County, GA",7,1,34.336098,-84.345464,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,27.05
30110,"Haralson County, GA",7,1,33.739243,-85.135434,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,38.27
30157,"Cobb County, GA",7,1,33.884746,-84.871949,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,24.79
30230,"Coweta County, GA",7,1,33.166737,-84.920497,AIRPORT STATION,MARTA-AIRPORT,42.66
30230,"Meriwether County, GA",7,1,33.166737,-84.920497,AIRPORT STATION,MARTA-AIRPORT,42.66
30233,"Lamar County, GA",7,1,33.294709,-83.975561,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,35.94
30257,"Pike County, GA",7,1,33.143414,-84.186220,AIRPORT STATION,MARTA-AIRPORT,37.48
30517,"Gwinnett County, GA",7,1,34.130296,-83.797289,DORAVILLE STATION,MARTA-DORAVILLE,31.85
30517,"Jackson County, GA",7,1,34.130296,-83.797289,DORAVILLE STATION,MARTA-DORAVILLE,31.85
30531,"Habersham County, GA",7,1,34.512602,-83.592206,DORAVILLE STATION,MARTA-DORAVILLE,57.66
30534,"Forsyth County, GA",7,1,34.431100,-84.144329,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.75
30536,"Gilmer County, GA",7,1,34.652002,-84.359442,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,48.87
30567,"Jackson County, GA",7,1,34.180798,-83.676554,DORAVILLE STATION,MARTA-DORAVILLE,39.58
30802,"Columbia County, GA",7,1,33.601366,-82.299936,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,111.54
31052,"Bibb County, GA",7,1,32.789015,-83.840075,AIRPORT STATION,MARTA-AIRPORT,68.48
31064,"Jasper County, GA",7,1,33.286454,-83.702299,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,45.14
31516,"Pierce County, GA",7,1,31.309371,-82.253260,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,205.29
31822,"Troup County, GA",7,1,32.864979,-84.910348,AIRPORT STATION,MARTA-AIRPORT,59.92
31833,"Troup County, GA",7,1,32.842900,-85.091845,AIRPORT STATION,MARTA-AIRPORT,66.55
39823,"Early County, GA",7,1,31.333568,-84.947033,AIRPORT STATION,MARTA-AIRPORT,162.05
30094,"DeKalb County, GA",6,1,33.612505,-84.051523,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,14.93
30137,"Bartow County, GA",6,1,34.116557,-84.765700,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,26.23
30176,"Haralson County, GA",6,1,33.771314,-85.304390,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,47.97
30188,"Cobb County, GA",6,1,34.123533,-84.457654,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,13.63
30339,"Fulton County, GA",6,1,33.867570,-84.464600,BUCKHEAD STATION,MARTA-BUCKHEAD,5.73
30518,"Hall County, GA",6,1,34.133822,-84.022599,DORAVILLE STATION,MARTA-DORAVILLE,21.77
30525,"Rabun County, GA",6,1,34.907223,-83.369347,DORAVILLE STATION,MARTA-DORAVILLE,86.71
30548,"Barrow County, GA",6,1,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32
30548,"Hall County, GA",6,1,34.089396,-83.763599,DORAVILLE STATION,MARTA-DORAVILLE,32.32
30563,"Habersham County, GA",6,1,34.558960,-83.461828,DORAVILLE STATION,MARTA-DORAVILLE,65.16
30564,"Hall County, GA",6,1,34.463965,-83.889312,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,44.75
30606,"Oconee County, GA",6,1,33.940299,-83.433583,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,47.16
30607,"Clarke County, GA",6,1,34.017305,-83.447551,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,47.99
30620,"Gwinnett County, GA",6,1,33.929472,-83.758457,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,29.19
30621,"Oconee County, GA",6,1,33.796813,-83.471175,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,43.58
30646,"Madison County, GA",6,1,34.085682,-83.302513,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,57.44
30828,"Warren County, GA",6,1,33.368038,-82.656312,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,94.72
31028,"Houston County, GA",6,1,32.632840,-83.683930,AIRPORT STATION,MARTA-AIRPORT,82.42
31211,"Jones County, GA",6,1,32.904267,-83.598526,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,70.02
31220,"Monroe County, GA",6,1,32.884462,-83.818148,AIRPORT STATION,MARTA-AIRPORT,63.61
31605,"Lowndes County, GA",6,1,30.932951,-83.221938,AIRPORT STATION,MARTA-AIRPORT,200.27
31721,"Dougherty County, GA",6,1,31.525260,-84.301465,AIRPORT STATION,MARTA-AIRPORT,146.40
31811,"Harris County, GA",6,1,32.737356,-84.937436,AIRPORT STATION,MARTA-AIRPORT,68.57
31905,"Muscogee County, GA",6,1,32.372789,-84.843361,AIRPORT STATION,MARTA-AIRPORT,90.57
30052,"Rockdale County, GA",5,1,33.817047,-83.897315,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,19.34
30184,"Cherokee County, GA",5,1,34.252062,-84.741056,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,30.55
30256,"Upson County, GA",5,1,33.007484,-84.309900,AIRPORT STATION,MARTA-AIRPORT,44.44
30461,"Bulloch County, GA",5,1,32.496955,-81.723101,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,169.59
30510,"Habersham County, GA",5,1,34.444872,-83.570707,DORAVILLE STATION,MARTA-DORAVILLE,55.24
30513,"Fannin County, GA",5,1,34.821043,-84.322383,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,60.58
30517,"Barrow County, GA",5,1,34.130296,-83.797289,DORAVILLE STATION,MARTA-DORAVILLE,31.85
30527,"Hall County, GA",5,1,34.480907,-83.781838,DORAVILLE STATION,MARTA-DORAVILLE,49.09
30535,"Habersham County, GA",5,1,34.573655,-83.574769,DORAVILLE STATION,MARTA-DORAVILLE,61.45
30543,"Hall County, GA",5,1,34.301301,-83.653747,DORAVILLE STATION,MARTA-DORAVILLE,45.24
30546,"Towns County, GA",5,1,34.908448,-83.717767,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,75.91
30553,"Franklin County, GA",5,1,34.443759,-83.084067,DORAVILLE STATION,MARTA-DORAVILLE,77.97
30558,"Banks County, GA",5,1,34.264049,-83.566829,DORAVILLE STATION,MARTA-DORAVILLE,47.89
30628,"Madison County, GA",5,1,34.032089,-83.215974,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,60.88
30629,"Madison County, GA",5,1,34.077983,-83.110367,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,67.60
31031,"Wilkinson County, GA",5,1,32.866286,-83.328340,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,81.27
31078,"Crawford County, GA",5,1,32.694814,-84.075661,AIRPORT STATION,MARTA-AIRPORT,68.77
31082,"Washington County, GA",5,1,32.996417,-82.903117,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,93.33
31210,"Monroe County, GA",5,1,32.907633,-83.735052,AIRPORT STATION,MARTA-AIRPORT,65.21
31305,"McIntosh County, GA",5,1,31.367579,-81.378193,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,234.74
31415,"Chatham County, GA",5,1,32.080640,-81.127217,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,214.44
31510,"Bacon County, GA",5,1,31.546546,-82.433529,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,185.76
31523,"Glynn County, GA",5,1,31.212645,-81.616811,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,233.22
31632,"Lowndes County, GA",5,1,30.986260,-83.354900,AIRPORT STATION,MARTA-AIRPORT,194.15
31750,"Ben Hill County, GA",5,1,31.736465,-83.215037,AIRPORT STATION,MARTA-AIRPORT,149.77
31757,"Thomas County, GA",5,1,30.871395,-83.903125,AIRPORT STATION,MARTA-AIRPORT,193.94
30014,"Walton County, GA",4,1,33.587193,-83.822173,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,26.60
30113,"Haralson County, GA",4,1,33.850746,-85.205308,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,42.76
30143,"Dawson County, GA",4,1,34.462756,-84.425227,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,36.01
30173,"Floyd County, GA",4,1,34.133121,-85.153505,HAMILTON E HOLMES STATION,MARTA-HAMILTON-E-HOLMES,47.13
30185,"Douglas County, GA",4,1,33.519802,-84.918098,AIRPORT STATION,MARTA-AIRPORT,28.42
30252,"Rockdale County, GA",4,1,33.473512,-84.057165,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,22.75
30439,"Candler County, GA",4,1,32.416717,-82.070375,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,156.07
30519,"Hall County, GA",4,1,34.087410,-83.945059,DORAVILLE STATION,MARTA-DORAVILLE,23.09
30529,"Banks County, GA",4,1,34.217179,-83.482653,DORAVILLE STATION,MARTA-DORAVILLE,50.60
30530,"Banks County, GA",4,1,34.222921,-83.393799,DORAVILLE STATION,MARTA-DORAVILLE,55.39
30534,"Lumpkin County, GA",4,1,34.431100,-84.144329,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,35.75
30541,"Fannin County, GA",4,1,34.917258,-84.517744,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,67.82
30558,"Jackson County, GA",4,1,34.264049,-83.566829,DORAVILLE STATION,MARTA-DORAVILLE,47.89
30559,"Fannin County, GA",4,1,34.957860,-84.274335,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,70.16
30565,"Jackson County, GA",4,1,34.086204,-83.411482,DORAVILLE STATION,MARTA-DORAVILLE,51.39
30609,"Clarke County, GA",4,1,33.933102,-83.372322,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,50.46
30683,"Clarke County, GA",4,1,33.946841,-83.257109,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,57.11
30740,"Whitfield County, GA",4,1,34.757368,-85.072012,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,69.39
30742,"Catoosa County, GA",4,1,34.935597,-85.244842,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,85.12
30752,"Dade County, GA",4,0,34.914982,-85.537961,NORTH SPRINGS STATION,MARTA-NORTH-SPRINGS,94.98
30816,"Burke County, GA",4,0,33.163379,-82.176208,INDIAN CREEK STATION,MARTA-INDIAN-CREEK,125.54
